ID,Court Number 1,Court Number 2,Court Number 3,Court Number 4,Case Type,Jury Sworn Date,Trial End Date,Co-Defendant,Trial Length Days,Convicted,Concluded,Trial Outcome,Crime Description
1,2474866,,,,Misdemeanor,2014/01/03,2014/01/09,N,6,Not Convicted,Not Concluded,Mistrial,DUI
2,12021843,,,,Misdemeanor,2014/01/02,2014/01/09,N,7,Convicted,Concluded,Convicted,DUI
3,13024641,,,,Misdemeanor,2014/01/10,2014/01/15,N,5,Convicted,Concluded,Convicted,DUI
4,13025947,,,,Felony,2014/01/13,2014/01/17,N,4,Not Convicted,Not Concluded,Mistrial,Robbery 2nd Degre
5,2475657,,,,Misdemeanor,2014/01/13,2014/01/21,N,8,Not Convicted,Not Concluded,Mistrial,DUI
6,13025205,,,,Felony,2014/01/13,2014/01/21,N,8,Not Convicted,Not Concluded,Mistrial,Domestic Violence
7,13029790,,,,Felony,2014/01/14,2014/01/22,N,8,Convicted,Concluded,Convicted,Domestic Violence
8,12026120,,,,Misdemeanor,2014/01/13,2014/01/22,Y,9,Convicted,Concluded,Convicted,Assault-Misdemean
9,12030587,,,,Misdemeanor,2014/01/13,2014/01/22,Y,9,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
10,12030743,,,,Felony,2014/01/21,2014/01/23,N,2,Convicted,Concluded,Convicted,Receiving Stolen
11,2474647,,,,Misdemeanor,2014/01/21,2014/01/23,N,2,Convicted,Concluded,Convicted,Hit and Run
12,12028198,,,,Felony,2014/01/13,2014/01/23,N,10,Convicted,Concluded,Convicted,Arson
13,2445742,,,,Felony,2014/01/15,2014/01/27,N,12,Not Convicted,Not Concluded,Mistrial,NA
14,2140452,,,,Felony,2014/01/27,2014/01/29,N,2,Convicted,Concluded,Convicted,NA
15,12029994,,,,Misdemeanor,2014/01/22,2014/01/30,N,8,Convicted,Concluded,Convicted,DUI
16,13027008,,,,Misdemeanor,2014/01/15,2014/01/30,N,15,Convicted,Concluded,Convicted,DUI
17,13028891,,,,Felony,2014/01/16,2014/01/31,N,15,Not Convicted,Not Concluded,Mistrial,Sexual Assault
18,13025671,,,,Misdemeanor,2014/01/28,2014/01/31,N,3,Convicted,Concluded,Convicted,DUI
19,2473963,,,,Felony,2014/01/29,2014/02/04,N,6,Not Convicted,Concluded,Not Convicted,Assault-Felony
20,13025259,,,,Misdemeanor,2014/01/23,2014/02/04,N,12,Not Convicted,Concluded,Not Convicted,DUI
21,2385150,,,,Felony,2014/02/06,2014/02/13,N,7,Convicted,Concluded,Convicted,NA
22,13016443,,,,Felony,2014/02/05,2014/02/13,N,8,Not Convicted,Concluded,Not Convicted,Assault-Felony
23,13026454,,,,Felony,2014/02/04,2014/02/13,N,9,Convicted,Concluded,Convicted,Robbery 2nd Degre
24,14001756,,,,Misdemeanor,2014/02/14,2014/02/18,N,4,Not Convicted,Concluded,Not Convicted,Domestic Violence
25,13029159,,,,Misdemeanor,2014/02/10,2014/02/19,N,9,Not Convicted,Concluded,Not Convicted,Hit and Run
26,13025629,,,,Felony,2014/02/05,2014/02/20,N,15,Not Convicted,Concluded,Not Convicted,Assault-Felony
27,12014544,,,,Misdemeanor,2014/02/18,2014/02/21,N,3,Convicted,Concluded,Convicted,DUI
28,13009800,,,,Felony,2014/01/28,2014/02/26,N,29,Convicted,Concluded,Convicted,Domestic Violence
29,2381204,11027353,,,Felony,2014/02/05,2014/02/27,N,22,Convicted,Concluded,Convicted,NA
30,11006421,,,,Felony,2014/02/11,2014/02/27,N,16,Convicted,Concluded,Convicted,Theft-Non Auto
31,13026769,,,,Misdemeanor,2014/02/24,2014/02/28,N,4,Convicted,Concluded,Convicted,Assault-Misdemean
32,14003027,,,,Misdemeanor,2014/02/27,2014/02/28,N,1,Convicted,Concluded,Convicted,Theft- Non-Auto
33,13033705,,,,Misdemeanor,2014/02/24,2014/03/03,N,7,Not Convicted,Concluded,Not Convicted,Domestic Violence
34,13032718,,,,Felony,2014/02/25,2014/03/03,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
35,13030226,,,,Misdemeanor,2014/02/25,2014/03/04,N,7,Convicted,Concluded,Convicted,DUI
36,2171234,,,,Felony,2014/02/26,2014/03/06,N,8,Convicted,Concluded,Convicted,NA
37,13034234,13034420,,,Misdemeanor,2014/02/28,2014/03/06,N,6,Convicted,Concluded,Convicted,Elder Abuse
38,2473971,,,,Misdemeanor,2014/03/14,2014/03/14,N,0,Convicted,Concluded,Convicted,Theft- Non-Auto
39,13030485,,,,Felony,2014/03/12,2014/03/20,N,8,Convicted,Concluded,Convicted,Domestic Violence
40,13036183,,,,Misdemeanor,2014/03/13,2014/03/20,N,7,Not Convicted,Not Concluded,Mistrial,Weapons- Non-Gun
41,14003023,,,,Misdemeanor,2014/03/12,2014/03/24,N,12,Convicted,Concluded,Convicted,Domestic Violence
42,14005351,,,,Misdemeanor,2014/03/24,2014/03/25,N,1,Convicted,Concluded,Convicted,Other-Misdemeanor
43,13025558,,,,Misdemeanor,2014/03/25,2014/03/28,N,3,Convicted,Concluded,Convicted,DUI
44,14000470,,,,Felony,2014/03/26,2014/04/01,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
45,11003081,,,,Felony,2014/03/12,2014/04/02,N,21,Convicted,Concluded,Convicted,Homicide
46,13019419,,,,Misdemeanor,2014/03/25,2014/04/03,N,9,Not Convicted,Concluded,Not Convicted,DUI
47,13021866,,,,Felony,2014/03/19,2014/04/04,N,16,Not Convicted,Not Concluded,Mistrial,Assault-Felony
48,13000483,,,,Felony,2014/03/17,2014/04/04,N,18,Convicted,Concluded,Convicted,Burglary-Resident
49,13015322,,,,Felony,2014/03/25,2014/04/07,N,13,Convicted,Concluded,Convicted,Homicide
50,13005164,,,,Misdemeanor,2014/04/02,2014/04/08,N,6,Convicted,Concluded,Convicted,DUI
51,14001755,,,,Misdemeanor,2014/04/03,2014/04/09,N,6,Convicted,Concluded,Convicted,DUI
52,13006628,,,,Felony,2014/04/01,2014/04/10,N,9,Convicted,Concluded,Convicted,Robbery
53,13028338,,,,Felony,2014/03/28,2014/04/10,N,13,Convicted,Concluded,Convicted,Attempted Homicid
54,13021203,,,,Misdemeanor,2014/04/03,2014/04/11,N,8,Convicted,Concluded,Convicted,Evading
55,12019996,,,,Misdemeanor,2014/04/03,2014/04/11,N,8,Not Convicted,Not Concluded,Mistrial,Gun-Misdemeanor
56,12018094,14006850,,,Misdemeanor,2014/04/09,2014/04/16,N,7,Not Convicted,Not Concluded,Mistrial,Threats
57,1440893,,,,Felony,2014/04/14,2014/04/16,N,2,Convicted,Concluded,Convicted,NA
58,13006515,,,,Misdemeanor,2014/04/07,2014/04/16,N,9,Convicted,Concluded,Convicted,DUI
59,2475778,,,,Misdemeanor,2014/04/10,2014/04/18,N,8,Convicted,Concluded,Convicted,DUI
60,13033022,,,,Misdemeanor,2014/04/14,2014/04/21,N,7,Convicted,Concluded,Convicted,DUI
61,12024821,,,,Felony,2014/03/19,2014/04/23,Y,35,Not Convicted,Not Concluded,Mistrial,Homicide
62,12024348,,,,Felony,2014/03/19,2014/04/23,Y,35,Convicted,Concluded,Convicted,Homicide
63,12021111,,,,Misdemeanor,2014/04/21,2014/04/23,N,2,Convicted,Concluded,Convicted,DUI
65,13035623,,,,Misdemeanor,2014/04/23,2014/04/28,N,5,Convicted,Concluded,Convicted,Assault-Misdemean
66,13034557,,,,Misdemeanor,2014/04/22,2014/04/29,N,7,Convicted,Concluded,Convicted,Fraud
67,14006934,,,,Misdemeanor,2014/04/15,2014/04/30,N,15,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
68,13012014,,,,Felony,2014/04/21,2014/04/30,N,9,Convicted,Concluded,Convicted,Robbery
69,14007799,,,,Misdemeanor,2014/04/28,2014/04/30,N,2,Convicted,Concluded,Convicted,Stay Away Violati
70,14004946,,,,Misdemeanor,2014/04/28,2014/05/01,N,3,Convicted,Concluded,Convicted,Child Abuse
71,13024835,,,,Felony,2014/04/01,2014/05/02,N,31,Convicted,Concluded,Convicted,Homicide
72,13036334,,,,Misdemeanor,2014/04/29,2014/05/02,N,3,Convicted,Concluded,Convicted,Domestic Violence
73,14000388,,,,Misdemeanor,2014/04/30,2014/05/06,N,6,Convicted,Concluded,Convicted,DUI
74,14002924,,,,Felony,2014/04/24,2014/05/06,N,12,Convicted,Concluded,Convicted,Burglary-Resident
75,2474566,,,,Felony,2014/04/21,2014/05/07,N,16,Convicted,Concluded,Convicted,Assault-Felony
76,2474412,,,,Misdemeanor,2014/04/30,2014/05/09,N,9,Convicted,Concluded,Convicted,DUI
77,12007622,,,,Felony,2014/04/25,2014/05/09,N,14,Convicted,Concluded,Convicted,Homicide
78,13011718,,,,Misdemeanor,2014/05/07,2014/05/12,N,5,Not Convicted,Concluded,Not Convicted,Domestic Violence
79,13012354,,,,Misdemeanor,2014/05/05,2014/05/13,N,8,Convicted,Concluded,Convicted,Assault-Misdemean
80,13033386,,,,Felony,2014/05/07,2014/05/13,N,6,Convicted,Concluded,Convicted,Robbery 2nd Degre
81,14005350,,,,Felony,2014/05/12,2014/05/16,N,4,Convicted,Concluded,Convicted,Burglary-Commerci
82,13034496,14011624,,,Misdemeanor,2014/05/14,2014/05/22,N,8,Not Convicted,Not Concluded,Mistrial,Stay Away Violati
83,13029871,,,,Misdemeanor,2014/05/21,2014/05/27,N,6,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
84,13031480,,,,Misdemeanor,2014/05/20,2014/05/27,N,7,Convicted,Concluded,Convicted,DUI
85,12014208,,,,Felony,2014/05/08,2014/05/28,N,20,Convicted,Concluded,Convicted,Robbery 2nd Degre
87,12008161,,,,Misdemeanor,2014/05/27,2014/05/30,N,3,Convicted,Concluded,Convicted,DUI
88,14007242,,,,Felony,2014/05/27,2014/06/03,N,7,Not Convicted,Not Concluded,Mistrial,Burglary-Resident
89,2385150,,,,Felony,2014/05/13,2014/06/03,N,21,Convicted,Concluded,Convicted,NA
90,13016850,,,,Felony,2014/05/07,2014/06/03,N,27,Convicted,Concluded,Convicted,Robbery 2nd Degre
91,13028769,,,,Misdemeanor,2014/05/28,2014/06/04,N,7,Convicted,Concluded,Convicted,DUI
92,14003709,,,,Felony,2014/05/29,2014/06/05,N,7,Not Convicted,Concluded,Not Convicted,Narcotics
93,13029450,,,,Felony,2014/05/20,2014/06/05,N,16,Convicted,Concluded,Convicted,Robbery 2nd Degre
94,14008742,,,,Misdemeanor,2014/06/03,2014/06/09,N,6,Convicted,Concluded,Convicted,DUI
95,12025257,,,,Misdemeanor,2014/06/03,2014/06/10,N,7,Convicted,Concluded,Convicted,DUI
96,14012351,,,,Misdemeanor,2014/06/05,2014/06/10,N,5,Convicted,Concluded,Convicted,Stay Away Violati
97,2476449,,,,Misdemeanor,2014/06/03,2014/06/10,N,7,Not Convicted,Not Concluded,Mistrial,Other-Misdemeanor
98,13002424,,,,Misdemeanor,2014/06/09,2014/06/11,N,2,Convicted,Concluded,Convicted,DUI
99,13034679,,,,Misdemeanor,2014/06/04,2014/06/11,N,7,Convicted,Concluded,Convicted,Domestic Violence
100,12017699,,,,Misdemeanor,2014/06/11,2014/06/17,N,6,Not Convicted,Concluded,Not Convicted,DUI
101,13010555,,,,Misdemeanor,2014/06/16,2014/06/18,N,2,Convicted,Concluded,Convicted,DUI
102,14012743,,,,Misdemeanor,2014/06/11,2014/06/18,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
103,13020212,,,,Misdemeanor,2014/06/13,2014/06/19,N,6,Convicted,Concluded,Convicted,DUI
104,2476697,,,,Misdemeanor,2014/06/17,2014/06/19,N,2,Convicted,Concluded,Convicted,DUI
105,9001300,,,,Felony,2014/04/24,2014/06/20,Y,57,Not Convicted,Concluded,Not Convicted,NA
106,9001134,,,,Felony,2014/04/24,2014/06/20,Y,57,Convicted,Concluded,Convicted,NA
107,9001224,,,,Felony,2014/04/24,2014/06/20,Y,57,Not Convicted,Not Concluded,Mistrial,NA
108,9001301,,,,Felony,2014/04/24,2014/06/20,Y,57,Convicted,Concluded,Convicted,NA
109,10023081,,,,Felony,2014/04/14,2014/06/24,Y,71,Not Convicted,Concluded,Not Convicted,NA
110,10023066,,,,Felony,2014/04/14,2014/06/24,Y,71,Not Convicted,Not Concluded,Mistrial,NA
111,13030782,,,,Misdemeanor,2014/06/25,2014/07/02,N,7,Convicted,Concluded,Convicted,DUI
112,13021475,,,,Misdemeanor,2014/06/24,2014/07/07,N,13,Convicted,Concluded,Convicted,DUI
113,2469171,,,,Misdemeanor,2014/06/30,2014/07/09,N,9,Convicted,Concluded,Convicted,Threats
114,13006565,,,,Felony,2014/06/24,2014/07/10,N,16,Convicted,Concluded,Convicted,Domestic Violence
115,11026100,,,,Felony,2014/06/26,2014/07/10,N,14,Convicted,Concluded,Convicted,Assault-Felony
116,14014740,,,,Misdemeanor,2014/07/07,2014/07/11,N,4,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
117,2435954,,,,Felony,2014/06/19,2014/07/11,N,22,Convicted,Concluded,Convicted,NA
118,13016828,,,,Misdemeanor,2014/07/02,2014/07/11,N,9,Not Convicted,Not Concluded,Mistrial,DUI
119,14003508,,,,Felony,2014/07/02,2014/07/14,N,12,Not Convicted,Concluded,Not Convicted,Domestic Violence
120,13033168,,,,Misdemeanor,2014/07/09,2014/07/15,N,6,Not Convicted,Not Concluded,Mistrial,DUI
121,2467542,,,,Misdemeanor,2014/07/10,2014/07/16,N,6,Not Convicted,Concluded,Not Convicted,DUI
122,1816643,,,,Felony,2014/07/14,2014/07/18,N,4,Not Convicted,Concluded,Not Convicted,NA
123,2478939,,,,Misdemeanor,2014/07/15,2014/07/21,N,6,Convicted,Concluded,Convicted,DUI
124,14010656,,,,Felony,2014/07/17,2014/07/22,Y,5,Convicted,Concluded,Convicted,Burglary-Resident
125,14010652,,,,Felony,2014/07/17,2014/07/22,Y,5,Convicted,Concluded,Convicted,Burglary-Resident
126,13034020,,,,Felony,2014/07/16,2014/07/23,N,7,Convicted,Concluded,Convicted,Burglary-Resident
127,11005762,,,,Felony,2014/07/11,2014/07/24,N,13,Convicted,Concluded,Convicted,Identity Theft
128,13024470,,,,Misdemeanor,2014/07/21,2014/07/25,N,4,Convicted,Concluded,Convicted,DUI
129,14001490,,,,Misdemeanor,2014/07/22,2014/07/28,N,6,Not Convicted,Concluded,Not Convicted,Auto Theft
130,13000782,,,,Misdemeanor,2014/07/22,2014/07/30,N,8,Convicted,Concluded,Convicted,DUI
131,14012292,,,,Felony,2014/07/29,2014/07/31,N,2,Convicted,Concluded,Convicted,Auto Theft
132,14011178,,,,Felony,2014/07/22,2014/08/01,N,10,Convicted,Concluded,Convicted,Robbery 2nd Degre
133,14010550,,,,Misdemeanor,2014/07/16,2014/08/04,N,19,Not Convicted,Not Concluded,Mistrial,Threats
134,14012527,,,,Felony,2014/07/29,2014/08/05,N,7,Not Convicted,Concluded,Not Convicted,Animal Cruelty
135,13007826,,,,Misdemeanor,2014/07/31,2014/08/06,N,6,Convicted,Concluded,Convicted,DUI
136,11001419,,,,Felony,2014/07/23,2014/08/07,N,15,Convicted,Concluded,Convicted,Homicide
137,13033373,,,,Misdemeanor,2014/08/05,2014/08/08,N,3,Convicted,Concluded,Convicted,Fraud
138,13036159,,,,Felony,2014/07/31,2014/08/08,N,8,Convicted,Concluded,Convicted,Narcotics
139,13033005,,,,Misdemeanor,2014/08/05,2014/08/12,N,7,Convicted,Concluded,Convicted,DUI
140,14001686,13027299,,,Felony,2014/07/24,2014/08/14,N,21,Convicted,Concluded,Convicted,Burglary-Auto
141,13017310,,,,Misdemeanor,2014/08/11,2014/08/15,N,4,Convicted,Concluded,Convicted,DUI
142,11019527,,,,Felony,2014/07/21,2014/08/16,N,26,Convicted,Concluded,Convicted,Homicide
143,2471905,,,,Misdemeanor,2014/08/12,2014/08/19,N,7,Convicted,Concluded,Convicted,DUI
144,14006970,,,,Felony,2014/08/13,2014/08/21,N,8,Convicted,Concluded,Convicted,Burglary-Resident
145,14014433,,,,Felony,2014/08/20,2014/08/26,N,6,Not Convicted,Concluded,Not Convicted,Domestic Violence
146,13026046,,,,Felony,2014/08/21,2014/08/28,N,7,Not Convicted,Concluded,Not Convicted,Domestic Violence
147,14012100,,,,Felony,2014/08/26,2014/08/28,N,2,Convicted,Concluded,Convicted,Theft-Non Auto
148,2479794,,,,Misdemeanor,2014/08/27,2014/09/04,N,8,Convicted,Concluded,Convicted,DUI
149,13033168,,,,Misdemeanor,2014/08/29,2014/09/05,N,7,Convicted,Concluded,Convicted,DUI
150,14015450,,,,Felony,2014/09/03,2014/09/08,N,5,Convicted,Concluded,Convicted,Domestic Violence
151,2477544,,,,Misdemeanor,2014/09/03,2014/09/09,N,6,Not Convicted,Concluded,Not Convicted,DUI
152,14021274,,,,Misdemeanor,2014/09/09,2014/09/12,N,3,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
153,14014164,,,,Felony,2014/09/05,2014/09/15,N,10,Convicted,Concluded,Convicted,Domestic Violence
154,14020844,,,,Misdemeanor,2014/09/08,2014/09/15,N,7,Convicted,Concluded,Convicted,Domestic Violence
155,14011323,,,,Felony,2014/09/15,2014/09/17,N,2,Convicted,Concluded,Convicted,Weapons-Non-Gun
156,2476618,,,,Misdemeanor,2014/09/15,2014/09/19,N,4,Convicted,Concluded,Convicted,Sexual Assault
157,14004508,,,,Felony,2014/09/19,2014/09/23,N,4,Convicted,Concluded,Convicted,Burglary-Resident
158,12023351,,,,Felony,2014/09/19,2014/09/24,N,5,Convicted,Concluded,Convicted,Assault-Felony
159,10018058,,,,Felony,2014/09/22,2014/09/25,N,3,Convicted,Concluded,Convicted,NA
160,11015287,,,,Felony,2014/09/09,2014/09/25,N,16,Not Convicted,Concluded,Not Convicted,Robbery
161,14013258,,,,Misdemeanor,2014/09/19,2014/09/25,N,6,Not Convicted,Not Concluded,Mistrial,Theft- Non-Auto
162,14014368,,,,Misdemeanor,2014/09/22,2014/09/26,N,4,Convicted,Concluded,Convicted,DUI
163,12019996,,,,Misdemeanor,2014/09/22,2014/09/26,N,4,Not Convicted,Not Concluded,Mistrial,Gun-Misdemeanor
164,14013437,,,,Misdemeanor,2014/09/23,2014/09/30,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
165,13026142,,,,Misdemeanor,2014/09/23,2014/09/30,N,7,Convicted,Concluded,Convicted,Assault-Misdemean
166,12003482,12003484,,,Felony,2014/09/04,2014/10/01,N,27,Convicted,Concluded,Convicted,Domestic Violence
168,13036159,,,,Felony,2014/09/30,2014/10/06,N,6,Not Convicted,Not Concluded,Mistrial,Narcotics
170,14018190,,,,Felony,2014/10/01,2014/10/07,N,6,Not Convicted,Not Concluded,Mistrial,Domestic Violence
171,14005684,,,,Misdemeanor,2014/09/18,2014/10/08,N,20,Convicted,Concluded,Convicted,Child Abuse
172,14015412,,,,Felony,2014/10/07,2014/10/15,N,8,Convicted,Concluded,Convicted,Narcotics
173,14002330,,,,Felony,2014/08/28,2014/10/15,N,48,Not Convicted,Not Concluded,Mistrial,Child Abuse
174,14019205,,,,Misdemeanor,2014/10/07,2014/10/17,N,10,Not Convicted,Not Concluded,Mistrial,Child Endangermen
175,12012822,,,,Misdemeanor,2014/10/16,2014/10/21,N,5,Convicted,Concluded,Convicted,DUI
176,13004722,,,,Felony,2014/09/24,2014/10/27,N,33,Convicted,Concluded,Convicted,Sex Crime
177,14018475,,,,Felony,2014/10/20,2014/10/27,N,7,Not Convicted,Concluded,Not Convicted,Assault-Felony
180,14018388,,,,Misdemeanor,2014/10/23,2014/10/31,N,8,Not Convicted,Not Concluded,Mistrial,DUI
181,14016295,,,,Misdemeanor,2014/10/28,2014/11/04,N,7,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
182,14025197,,,,Misdemeanor,2014/10/30,2014/11/07,N,8,Convicted,Concluded,Convicted,Assault-Misdemean
183,14024133,,,,Misdemeanor,2014/11/05,2014/11/12,N,7,Convicted,Concluded,Convicted,DUI
185,14020814,,,,Felony,2014/10/27,2014/11/12,N,16,Convicted,Concluded,Convicted,Assault-Felony
186,14012489,,,,Felony,2014/11/10,2014/11/14,N,4,Convicted,Concluded,Convicted,Gun-Felony
187,14001027,,,,Felony,2014/11/05,2014/11/14,N,9,Convicted,Concluded,Convicted,Burglary-Resident
188,14001007,,,,Felony,2014/11/13,2014/11/18,N,5,Convicted,Concluded,Convicted,Narcotics
189,14026533,,,,Misdemeanor,2014/11/14,2014/11/19,N,5,Convicted,Concluded,Convicted,NA
191,13030274,,,,Misdemeanor,2014/11/25,2014/11/25,N,0,Not Convicted,Not Concluded,Mistrial,Vandalism
192,14026081,,,,Misdemeanor,2014/11/19,2014/12/01,N,12,Convicted,Concluded,Convicted,Auto Theft
193,13007471,,,,Misdemeanor,2014/11/26,2014/12/03,N,7,Not Convicted,Not Concluded,Mistrial,DUI
194,14015528,14024502,,,Felony,2014/12/01,2014/12/03,N,2,Not Convicted,Not Concluded,Mistrial,Narcotics
195,2391330,14008788,,,Felony,2014/10/29,2014/12/03,N,35,Convicted,Concluded,Convicted,NA
196,14023829,,,,Felony,2014/12/02,2014/12/05,N,3,Convicted,Concluded,Convicted,Domestic Violence
197,14006833,,,,Felony,2014/11/20,2014/12/08,N,18,Convicted,Concluded,Convicted,Domestic Violence
198,14016993,,,,Felony,2014/12/02,2014/12/12,N,10,Not Convicted,Concluded,Not Convicted,Arson
199,14024936,,,,Felony,2014/12/08,2014/12/12,N,4,Convicted,Concluded,Convicted,Domestic Violence
200,14026703,,,,Felony,2014/12/08,2014/12/16,N,8,Convicted,Concluded,Convicted,Theft-Non Auto
201,14025862,,,,Misdemeanor,2014/12/09,2014/12/17,N,8,Convicted,Concluded,Convicted,Domestic Violence
202,11026676,,,,Misdemeanor,2014/12/11,2014/12/17,N,6,Convicted,Concluded,Convicted,DUI
203,13006609,,,,Felony,2014/12/10,2014/12/18,N,8,Convicted,Concluded,Convicted,Child Pornography
204,14022218,,,,Misdemeanor,2014/12/15,2014/12/22,N,7,Not Convicted,Concluded,Not Convicted,Other-Misdemeanor
205,11010019,,,,Felony,2014/12/04,2014/12/22,N,18,Convicted,Concluded,Convicted,Assault-Felony
206,14017793,,,,Misdemeanor,2014/12/18,2014/12/23,N,5,Not Convicted,Not Concluded,Mistrial,DUI
207,13025278,,,,Felony,2014/12/09,2014/12/23,N,14,Convicted,Concluded,Convicted,Stalking
208,14009685,,,,Misdemeanor,2014/12/16,2014/12/23,N,7,Convicted,Concluded,Convicted,Receiving Stolen
209,14026098,,,,Misdemeanor,2014/12/22,2014/12/31,N,9,Convicted,Concluded,Convicted,Auto Theft
210,13022457,,,,Felony,2014/12/10,2015/01/06,N,27,Convicted,Concluded,Convicted,Assault-Felony
211,14020494,,,,Misdemeanor,2015/01/05,2015/01/09,N,4,Convicted,Concluded,Convicted,DUI
212,2481617,,,,Misdemeanor,2015/01/12,2015/01/14,N,2,Not Convicted,Not Concluded,Mistrial,Assault-Misdemean
213,13001155,,,,Misdemeanor,2015/01/08,2015/01/15,N,7,Not Convicted,Not Concluded,Mistrial,DUI
215,14023930,,,,Felony,2015/01/08,2015/01/15,N,7,Convicted,Concluded,Convicted,Carjacking
216,2482726,,,,Misdemeanor,2015/01/13,2015/01/16,N,3,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
217,14022167,,,,Misdemeanor,2015/01/16,2015/01/20,N,4,Not Convicted,Concluded,Not Convicted,DUI
218,14009356,,,,Felony,2015/01/15,2015/01/22,N,7,Not Convicted,Not Concluded,Mistrial,Robbery 2nd Degre
219,14015343,,,,Misdemeanor,2015/01/21,2015/01/27,N,6,Convicted,Concluded,Convicted,DUI
220,14020550,,,,Misdemeanor,2015/01/22,2015/01/27,N,5,Convicted,Concluded,Convicted,Auto Theft
221,2470331,,,,Misdemeanor,2015/01/21,2015/01/28,N,7,Convicted,Concluded,Convicted,DUI
222,14023320,,,,Misdemeanor,2015/01/23,2015/01/28,N,5,Convicted,Concluded,Convicted,DUI
223,14026633,,,,Misdemeanor,2015/01/27,2015/01/30,N,3,Convicted,Concluded,Convicted,Threats
224,14031413,,,,Misdemeanor,2015/01/26,2015/02/02,N,7,Not Convicted,Concluded,Not Convicted,Domestic Violence
225,14015885,,,,Felony,2015/01/26,2015/02/04,N,9,Not Convicted,Not Concluded,Mistrial,DUI
226,14025591,,,,Felony,2015/01/05,2015/02/04,N,30,Convicted,Concluded,Convicted,Sexual Assault
227,12015380,,,,Felony,2014/12/08,2015/02/04,N,58,Convicted,Concluded,Convicted,Child Abuse
228,13007718,,,,Misdemeanor,2015/01/27,2015/02/04,N,8,Convicted,Concluded,Convicted,Domestic Violence
229,13035694,,,,Felony,2015/01/29,2015/02/05,N,7,Convicted,Concluded,Convicted,Robbery 2nd Degre
230,14023098,,,,Misdemeanor,2015/01/28,2015/02/05,N,8,Convicted,Concluded,Convicted,DUI
231,14007688,,,,Misdemeanor,2015/01/27,2015/02/05,N,9,Convicted,Concluded,Convicted,DUI
232,14008265,,,,Felony,2015/01/29,2015/02/06,N,8,Convicted,Concluded,Convicted,Robbery 1st Degre
233,14029225,,,,Misdemeanor,2015/01/23,2015/02/06,N,14,Not Convicted,Not Concluded,Mistrial,Gun-Misdemeanor
234,14023985,,,,Felony,2015/02/06,2015/02/10,N,4,Convicted,Concluded,Convicted,Narcotics
235,14003021,,,,Misdemeanor,2015/02/09,2015/02/11,Y,2,Convicted,Concluded,Convicted,Stalking
236,14003020,,,,Misdemeanor,2015/02/09,2015/02/11,Y,2,Convicted,Concluded,Convicted,Stalking
237,14019892,,,,Misdemeanor,2015/02/09,2015/02/11,N,2,Convicted,Concluded,Convicted,Assault-Misdemean
238,11029133,,,,Misdemeanor,2015/02/10,2015/02/18,N,8,Convicted,Concluded,Convicted,Gun-Misdemeanor
239,14031302,,,,Misdemeanor,2015/02/11,2015/02/20,N,9,Not Convicted,Concluded,Not Convicted,Vandalism
240,12001468,,,,Misdemeanor,2015/02/10,2015/02/27,N,17,Not Convicted,Concluded,Not Convicted,Vehicular Homicid
241,14006741,,,,Misdemeanor,2015/02/10,2015/02/27,N,17,Convicted,Concluded,Convicted,Domestic Violence
242,1586880,,,,CV,2015/02/23,2015/03/03,N,8,Convicted,Concluded,Convicted,NA
243,13021426,,,,Felony,2015/02/04,2015/03/04,N,28,Convicted,Concluded,Convicted,Child Sexual Abus
244,14011898,,,,Misdemeanor,2015/02/18,2015/03/05,N,15,Convicted,Concluded,Convicted,Gun-Misdemeanor
245,12018491,,,,Felony,2015/03/02,2015/03/05,N,3,Not Convicted,Not Concluded,Mistrial,DUI
246,14030957,,,,Felony,2015/02/25,2015/03/06,N,9,Convicted,Concluded,Convicted,Domestic Violence
247,15002673,,,,Misdemeanor,2015/03/06,2015/03/10,N,4,Not Convicted,Concluded,Not Convicted,Assault-Misdemean
248,2479946,,,,Misdemeanor,2015/03/02,2015/03/11,N,9,Convicted,Concluded,Convicted,DUI
249,2391686,,,,Felony,2015/02/09,2015/03/11,N,30,Not Convicted,Concluded,Not Convicted,NA
250,15002948,,,,Misdemeanor,2015/03/09,2015/03/12,N,3,Convicted,Concluded,Convicted,Gun-Misdemeanor
251,15002699,,,,Misdemeanor,2015/03/11,2015/03/13,N,2,Not Convicted,Concluded,Not Convicted,Sexual Assault
252,13008055,,,,Felony,2015/02/19,2015/03/17,N,26,Not Convicted,Concluded,Not Convicted,Homicide
253,14014516,,,,Misdemeanor,2015/03/03,2015/03/17,N,14,Not Convicted,Concluded,Not Convicted,Gun-Misdemeanor
254,14030794,,,,Felony,2015/03/10,2015/03/17,N,7,Not Convicted,Concluded,Not Convicted,Assault-Felony
255,10019324,,,,Felony,2015/03/03,2015/03/20,N,17,Not Convicted,Not Concluded,Mistrial,NA
