ID,Incident Number,Court Number,Arrest Date,Filed Case Type,List of Filed Charges,Crime Type,Crime Description,Type
63305,190901996,19018761,2019/11/29,Misdemeanor,",148(A)1,490.2(A),490.2(a),",THFT,Theft- Non-Auto,New Filing
63306,190001673,19018725,2019/11/29,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63307,Z20191129-19018715,19018715,2019/11/29,Misdemeanor,",12500(A),23152(A),",DUI,DUI,New Filing
63308,190902182,2519767,2019/11/29,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63309,190001675,19018728,2019/11/29,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63310,Z20191129-19018716,19018716,2019/11/29,Misdemeanor,",12500(A),12500(a),23152(A),23152(B),",DUI,DUI,New Filing
63311,190901344,2519859,2019/11/29,Misdemeanor,",459.5,466,490.2(A),",THFT,Theft- Non-Auto,New Filing
63312,190902499,19018798,2019/11/30,Felony,",211,243(B),368(B)1,",EAP,Elder Abuse-Physi,New Filing
63313,190902449,19018785,2019/11/30,Felony,",12022(b)(1),245(A)1,245(a)(1),417(A)1,417(a)(1),422,",ASLT,Assault-Felony,New Filing
63314,190902734,19018791,2019/11/30,Felony,",11351,",DRUG,Narcotics,New Filing
63315,190902734,19018792,2019/11/30,Felony,",11351,148(A)1,",CNV,Conversion,New Filing
63316,190903265,19018807,2019/11/30,Felony,",10851(A),12500(A),12500(a),466,496D(A),",AUTO,Auto Theft,New Filing
63317,190902637,19018793,2019/11/30,Misdemeanor,",166(C)1,236,243(E)1,243(e)(1),",ASLT,Assault-Misdemean,New Filing
63318,190903497,19018800,2019/11/30,Misdemeanor,",243(E)1,273.5(A),273.5(a),",ASLT,Assault-Misdemean,New Filing
63319,190903873,19018811,2019/11/30,Felony,",11350(A),11350(a),487(A),",THFT,Theft-Non Auto,New Filing
63320,190904172,19018818,2019/11/30,Felony,",10852,185,459,664/459,",BURA,Burglary-Auto,New Filing
63321,190903920,19018844,2019/11/30,Felony,",594(B)1,",VAN,Vandalism,New Filing
63322,190903033,2519856,2019/11/30,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63323,190902308,2519768,2019/11/30,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63324,190904451,19018820,2019/11/30,Misdemeanor,",23140(A),23152(A),23152(B),23152(a),23222(A),23538(b)(2),23578,",DUI,DUI,New Filing
63325,Z20191130-19018773,19018773,2019/11/30,Misdemeanor,",23103,23152(A),23152(B),23578,",DUI,DUI,New Filing
63326,Z20191130-19018779,19018779,2019/11/30,Misdemeanor,",12500(A),23152(A),23152(B),23154(A),23154(a),23578,",DUI,DUI,New Filing
63327,Z20191130-19018770,19018770,2019/11/30,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
63328,Z20191130-19018780,19018780,2019/11/30,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63329,Z20191130-19018783,19018783,2019/11/30,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63330,Z20191130-19018781,19018781,2019/11/30,Misdemeanor,",23152(A),",DUI,DUI,New Filing
63435,Z20191202-19018859,19018859,2019/12/01,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63436,190371220,19018846,2019/12/01,Felony,",459,459.5(A),459.5(a),487(A),487(a),490.2(A),490.2(a),",THFT,Theft-Non Auto,New Filing
63437,190906015,19018854,2019/12/01,Felony,",11351.5,11378,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
63438,190905380,19018847,2019/12/01,Felony,",148(A)1,211,242,488,",ROB2,Robbery 2nd Degre,New Filing
63439,190906112,19018858,2019/12/01,Felony,",487(A),487(a),",THFT,Theft-Non Auto,New Filing
63440,190905089,19018838,2019/12/01,Felony,",148.9(A),459,487(A),",BURR,Burglary-Resident,New Filing
63441,190902552,19018832,2019/12/01,Felony,",10851(A),207(A),209(B)1,215(A),236,496D(A),781,",SAA,Sexual Assault,New Filing
63442,190905932,19018857,2019/12/01,Misdemeanor,",243(E)1,243(e)(1),273.5(A),273.5(a),273A(B),273a(b),",ASLT,Assault-Misdemean,New Filing
63443,Z20191201-19018825,19018825,2019/12/01,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63444,Z20191201-19018824,19018824,2019/12/01,Misdemeanor,",23152(A),23152(B),",CNV,Conversion,New Filing
63445,Z20191204-02519868,2519868,2019/12/02,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
63446,190669047,19018883,2019/12/02,Felony,",12022.5(a),12022.53(b),12022.53(c),12022.53(d),12022.7(a),186.22(b)(1),186.22A,245(B),245(b),25850(A),664/187A,",AHOM,Attempted Homicid,New Filing
63447,190907869,19018891,2019/12/02,Felony,",594(B)1,",VAN,Vandalism,New Filing
63448,199090879,19018899,2019/12/02,Felony,",459,466,664/459,",BURA,Burglary-Auto,New Filing
63449,190908550,19018905,2019/12/02,Felony,",211,",ROB2,Robbery 2nd Degre,New Filing
63450,190907881,19018894,2019/12/02,Felony,",11364(A),11378,1203.073(b)(2),466,",DRUG,Narcotics,New Filing
63451,190908936,19018898,2019/12/02,Felony,",11351,11351.5,11378,",DRUG,Narcotics,New Filing
63452,190907853,19018889,2019/12/02,Felony,",11351,11378,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
63453,Z20191202-19018871,19018871,2019/12/02,Felony,",148(A)1,422,602(M),",THRE,Threats,New Filing
63454,190906463,19018864,2019/12/02,Misdemeanor,",21703,23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
63455,190908801,2519893,2019/12/02,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63947,Z20190407-19005449,19005449,2019/12/02,MTR,",192(C)1,192(C)2,20001(A),20001(a),20001(b)(2),20001(c),20002(A),",VH,Vehicular Homicid,Motion to Revoke
63456,190611929,19018919,2019/12/03,Felony,",311.11(c)(1),311.11B,",CP,Child Pornography,New Filing
63457,190910135,19018933,2019/12/03,Felony,",487(B)3,487(b)(3),",THFT,Theft-Non Auto,New Filing
63458,190896698,19018948,2019/12/03,Felony,",10851(A),12022.1(b),12500(A),496D(A),496d(a),",AUTO,Auto Theft,New Filing
63459,190911917,19018960,2019/12/03,Felony,",459,496(A),",BURA,Burglary-Auto,New Filing
63460,190911917,19018958,2019/12/03,Felony,",459,496(A),",BURA,Burglary-Auto,New Filing
63461,190909699,19018917,2019/12/03,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
63462,190611629,19018918,2019/12/03,Felony,",288.2A2,311.11(c)(1),311.11B,",CNV,Conversion,New Filing
63463,190892389,19018946,2019/12/03,Felony,",459,487(A),487(a),490.2(A),490.2(a),495,",BURC,Burglary-Commerci,New Filing
63464,190911218,19018947,2019/12/03,Felony,",459,594(b)(2)(A),594B2A,",BURA,Burglary-Auto,New Filing
63465,190909536,19018925,2019/12/03,Felony,",148(A)1,466,487(A),496(A),594(B)1,",VAN,Vandalism,New Filing
63466,190000741,19018940,2019/12/03,Felony,",459,496(A),",BURR,Burglary-Resident,New Filing
63467,190909536,19018924,2019/12/03,Felony,",148(A)1,466,487(A),496(A),594(B)1,",VAN,Vandalism,New Filing
63468,190911713,19018949,2019/12/03,Felony,",594(B)1,",VAN,Vandalism,New Filing
63469,Z20191203-19018910,19018910,2019/12/03,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
63866,150981530,15025087,2019/12/03,MTR,",12022.1(b),25400(a)(2),25400A2,25850(A),25850(a),29800(a)(1),29800A1,29805,",GUN,Gun-Felony,Motion to Revoke
63871,160908853,16019836,2019/12/03,MTR,",12022.1(b),459,466,496(A),667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
63874,170098165,17001813,2019/12/03,MTR,",459,466,602(M),602(m),664/459,",BURC,Burglary-Commerci,Motion to Revoke
63884,Z20170630-17009560,17009560,2019/12/03,MTR,",23152(A),23152(B),23152(b),25400A1,29800(a)(1),29800A1,30305(a)(1),30305A1,",GUN,Gun-Felony,Motion to Revoke
63887,170719032,17013039,2019/12/03,MTR,",290.011A,290.012A,",290,290 Failure to Re,Motion to Revoke
63890,170879476,17015884,2019/12/03,MTR,",32,646.9(A),646.9(a),NOTINTBL,",STLK,Stalking,Motion to Revoke
63907,180552907,18011379,2019/12/03,MTR,",11351,11351.5,11352(A),11378,32,",DRUG,Narcotics,Motion to Revoke
63925,180795442,18017800,2019/12/03,MTR,",12022.1(b),186.22(a),186.22(b)(1),186.22A,211,245(A)1,245(A)4,245(a)(4),",ROBB,Robbery,Motion to Revoke
63936,190053810,19001183,2019/12/03,MTR,",240,594(B)1,594(b)(1),",VAN,Vandalism,Motion to Revoke
63954,190355127,19007939,2019/12/03,MTR,",459,496(A),496(a),667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
63958,190229334,19009516,2019/12/03,MTR,",166(a)(4),484(A),647(H),647(I),",THFT,Theft- Non-Auto,Motion to Revoke
63966,190481487,19011220,2019/12/03,MTR,",211,245(A)4,",ROB2,Robbery 2nd Degre,Motion to Revoke
63470,190915107,19019053,2019/12/04,Misdemeanor,",243(E)1,245(A)4,245(a)(4),",ASLT,Assault-Misdemean,New Filing
63471,190914121,19019036,2019/12/04,Felony,",148(A)1,459,602.5(A),667.5(c)(21),",BURR,Burglary-Resident,New Filing
63472,190912711,19019037,2019/12/04,Felony,",12022(b)(1),12022.1(b),166(a)(4),422,",THRE,Threats,New Filing
63473,190913678,19019001,2019/12/04,Felony,",11375(b)(1),11375B1,",DRUG,Narcotics,New Filing
63474,190912987,19018989,2019/12/04,Felony,",11351,11351.5,12022.1(b),148.9(A),166(A)4,",DRUG,Narcotics,New Filing
63475,190913327,19019000,2019/12/04,Felony,",11352(A),",DRUG,Narcotics,New Filing
63476,Z20191204-19019021,19019021,2019/12/04,Felony,",1192.7(c)(8),12022.7(a),243(D),243.3,245(A)1,",ASLT,Assault-Felony,New Filing
63477,190912959,19019005,2019/12/04,Felony,",12022.1(b),148(A)1,211,",ROB2,Robbery 2nd Degre,New Filing
63478,190912426,19018971,2019/12/04,Felony,",459,594(B)1,602(M),",BURR,Burglary-Resident,New Filing
63479,190888344,19019022,2019/12/04,Felony,",12022.1,12022.7(a),245(A)4,261.5(C),261.5(D),272(A)1,",SAA,Sexual Assault,New Filing
63480,190912426,19018970,2019/12/04,Felony,",459,594(B)1,594(b)(1),602(M),",BURR,Burglary-Resident,New Filing
63481,190572064,19019006,2019/12/04,Felony,",459,466,487(A),487(a),",BURA,Burglary-Auto,New Filing
63482,190912620,19018986,2019/12/04,Felony,",11352(A),",DRUG,Narcotics,New Filing
63483,190912868,19018985,2019/12/04,Felony,",11351,11351.5,11378,1203.07(a)(1),",DRUG,Narcotics,New Filing
63484,190913430,19018999,2019/12/04,Felony,",11379(A),11379(a),",DRUG,Narcotics,New Filing
63485,190912777,19018988,2019/12/04,Felony,",11351,11351.5,11352(A),11378,",DRUG,Narcotics,New Filing
63486,190913430,19019003,2019/12/04,Felony,",11351,11378,11379(A),",DRUG,Narcotics,New Filing
63487,190912686,19018984,2019/12/04,Felony,",11351,11351.5,11379(A),11379(a),",DRUG,Narcotics,New Filing
63488,190913565,19019004,2019/12/04,Felony,",11351,11352(A),11378,",DRUG,Narcotics,New Filing
63489,190913907,19019025,2019/12/04,Felony,",11377(A),487(A),",THFT,Theft-Non Auto,New Filing
63490,190912476,19018975,2019/12/04,Felony,",459,496(A),667.5(c)(21),",BURR,Burglary-Resident,New Filing
63491,190841295,19019045,2019/12/04,Felony,",459,490.2(A),490.2(a),",BUR,Burglary,New Filing
63492,190882205,19019040,2019/12/04,Felony,",10851(A),14601.1(A),14601.1(a),32,496D(A),",AUTO,Auto Theft,New Filing
63493,190912404,19018969,2019/12/04,Misdemeanor,",594(B)1,594(b)(1),",VAN,Vandalism,New Filing
63494,190914977,19019052,2019/12/04,Felony,",20002(A),2800.2A,",EV,Evading,New Filing
63495,190807548,19019077,2019/12/04,Felony,",211,22810G1,",ROB2,Robbery 2nd Degre,New Filing
63496,190807457,19019070,2019/12/04,Felony,",211,22810(g)(1),",WEA,Weapons-Non-Gun,New Filing
63497,190907621,19019078,2019/12/04,Felony,",12022.5(a),136.1B3,245(B),25850C6,368(B)1,459,496(A),664/459,667.5(c)(21),",BURR,Burglary-Resident,New Filing
63498,190862774,19019113,2019/12/04,Felony,",12022.1(b),12022.1,459,487(A),487(a),594(B)1,664/459,",BURC,Burglary-Commerci,New Filing
63499,190914858,2520092,2019/12/04,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63500,190914864,2520091,2019/12/04,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63501,190001702,19018961,2019/12/04,Misdemeanor,",23152(A),23152(B),23152(a),23538(b)(2),23578,",DUI,DUI,New Filing
63875,170195993,17003593,2019/12/04,MTR,",12022.1(b),182(a)(1),459,466,496(A),496(a),",AUTO,Auto Theft,Motion to Revoke
63881,170474690,17008686,2019/12/04,MTR,",278,278.5(A),288.4(a)(1),288.4A1,32,",CSA,Child Sexual Abus,Motion to Revoke
63882,170474690,17008690,2019/12/04,MTR,",12022.1(b),243.4(e)(1),243.4E1,278,278.5(A),286(B)1,286(I),288(A)I,288.3(A),288.3(a),288.3A,288.4A1,288.4A2,288A(B)(1),288A(I),288AB1,647.6(a)(1),647.6A1,",CSA,Child Sexual Abus,Motion to Revoke
63883,170524182,17009442,2019/12/04,MTR,",12022.1(b),12022.1,182(A)1,459,496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
63941,190120077,19002676,2019/12/04,MTR,",487(A),",THFT,Theft-Non Auto,Motion to Revoke
63955,190376979,19008219,2019/12/04,MTR,",236,243(E)1,25850(A),25850C5,",OTHF,Other-Felony,Motion to Revoke
63962,190433397,19010612,2019/12/04,MTR,",459,",BURA,Burglary-Auto,Motion to Revoke
63502,190846621,19019066,2019/12/05,Felony,",243.4(e)(1),243.4E1,314(1),",SAA,Sexual Assault,New Filing
63503,190917987,19019089,2019/12/05,Misdemeanor,",242,243(E)1,273A(B),",ASLT,Assault-Misdemean,New Filing
63504,190916058,19019072,2019/12/05,Felony,",451(D),451(d),453(A),453(a),594(B)1,",ARS,Arson,New Filing
63505,190917943,19019086,2019/12/05,Felony,",211,",ROB2,Robbery 2nd Degre,New Filing
63506,190916406,19019081,2019/12/05,Misdemeanor,",11377(A),11377(a),602.5(a),602.5A,602.5B,",TRES,Trespass,New Filing
63507,190874230,19019087,2019/12/05,Felony,",1203(k),182(A)1,211,25400A1,29800A1,29805(A),29805(a),487(A),524,",ROB2,Robbery 2nd Degre,New Filing
63508,190917749,19019096,2019/12/05,Felony,",243(D),",ASLT,Assault-Felony,New Filing
63509,Z20191205-19019054,19019054,2019/12/05,Misdemeanor,",23103,23152(A),23152(B),",DUI,DUI,New Filing
63510,190915000,2520084,2019/12/05,Misdemeanor,",14601.2(A),14601.2(a),22350,23152(A),23152(B),23152(b),23577(a),",DUI,DUI,New Filing
63511,190916810,2520093,2019/12/05,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63512,190787451,2520102,2019/12/05,Felony,",12022.7(a),23153(A),23153(B),23153(a),23153(b),",DUII,DUI with Injury,New Filing
63865,150919252,15023531,2019/12/05,MTR,",11359,29800(a)(1),29800A1,29815(A),314(1),32,",GUN,Gun-Felony,Motion to Revoke
63899,180078323,18002001,2019/12/05,MTR,",459,466,",BUR,Burglary,Motion to Revoke
63915,180362198,18014243,2019/12/05,MTR,",459,487(A),",BURR,Burglary-Resident,Motion to Revoke
63944,190959303,19004263,2019/12/05,MTR,",459,",BURC,Burglary-Commerci,Motion to Revoke
63963,190522473,19011203,2019/12/05,MTR,",12022.1(b),459,487(a),664/487A,MTRDA,",BURR,Burglary-Resident,Motion to Revoke
63513,190918269,19019171,2019/12/06,Felony,",12022(b)(2),12022.53(b),1203.06(a)(1),207(A),207,209(B)1,211,215(A),25850(A),417(A)2,417A2A,69(A),NOTINTBL,",CJAC,Carjacking,New Filing
63514,190920532,19019161,2019/12/06,Felony,",25400A2,25850(A),417(A)2A,417(a)(2)(A),",GUN,Gun-Felony,New Filing
63515,190918468,19019129,2019/12/06,Felony,",11350(A),11350(a),11377(A),11377(a),22610(A),22610(a),25400A1,25400C6,25850(A),25850(a),",GUN,Gun-Felony,New Filing
63516,190919472,19019164,2019/12/06,Felony,",12022.1(b),12022.1B,14601.1(A),148(A)1,148(a)(1),182(A)1,20002(A),22107,23103(A),245(A)1,245(C),25400A1,25850(A),2800.1A,459,466,487(A),496(A),594(B)1,594(b)(1),636.5,",BURA,Burglary-Auto,New Filing
63517,190920651,19019167,2019/12/06,Misdemeanor,",148(A)1,148.4A1,242,245(A)4,245(a)(4),594(B)1,594(b)(1),",ASLT,Assault-Misdemean,New Filing
63518,190919472,19019160,2019/12/06,Felony,",148(A)1,182(A)1,25400A1,25850(A),459,466,487(A),496(A),636.5,",BURA,Burglary-Auto,New Filing
63519,190919472,19019162,2019/12/06,Felony,",148(A)1,182(A)1,25400A1,25850(A),459,466,487(A),487(a),496(A),636.5,",BURA,Burglary-Auto,New Filing
63520,190876575,19019110,2019/12/06,Felony,",211,487(A),496(A),",ROB1,Robbery 1st Degre,New Filing
63521,190919046,19019140,2019/12/06,Felony,",490.2(A),490.2(a),",THFT,Theft-Non Auto,New Filing
63522,190920231,19019146,2019/12/06,Felony,",487(A),",THFT,Theft-Non Auto,New Filing
63523,190918349,19019103,2019/12/06,Felony,",12022.1(b),148(A)1,459,466,",BURR,Burglary-Resident,New Filing
63524,190920297,19019154,2019/12/06,Felony,",245(A)1,245(A)4,245(a)(4),273.5(A),273.6(A),594B2A,",ASLT,Assault-Felony,New Filing
63525,190001717,19019100,2019/12/06,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
63526,190006785,19019095,2019/12/06,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63527,190918543,19019122,2019/12/06,Misdemeanor,",14601.1(A),14601.1(a),23152(A),23152(B),23154(A),23154(a),23578,",DUI,DUI,New Filing
63528,190001714,19019097,2019/12/06,Misdemeanor,",14601.2(A),23152(A),23152(B),23154(A),23154(a),23538(b)(2),23578,",DUI,DUI,New Filing
63529,Z20191206-19019094,19019094,2019/12/06,Misdemeanor,",23103,23152(F),",DUI,DUI,New Filing
63895,170959824,17017491,2019/12/06,MTR,",11364(A),459,",BURA,Burglary-Auto,Motion to Revoke
63910,180438642,18011827,2019/12/06,MTR,",12022.1(b),459,487(A),",THFT,Theft-Non Auto,Motion to Revoke
63921,180805900,18016571,2019/12/06,MTR,",459,487(A),487(a),",THFT,Theft-Non Auto,Motion to Revoke
63530,190922754,19019197,2019/12/07,Felony,",487(A),",THFT,Theft-Non Auto,New Filing
63531,190921580,19019174,2019/12/07,Misdemeanor,",594(b)(1),594B1,",VAN,Vandalism,New Filing
63532,190922663,19019199,2019/12/07,Felony,",211,490.2(A),",ROB2,Robbery 2nd Degre,New Filing
63533,190922237,19019195,2019/12/07,Felony,",25400(a)(1),25400A1,25850(A),29800A1,29820B,",GUN,Gun-Felony,New Filing
63534,190922237,19019194,2019/12/07,Felony,",25400A1,25850(A),25850(a),",GUN,Gun-Felony,New Filing
63535,190920996,19019169,2019/12/07,Misdemeanor,",243(E)1,273A(B),273a(b),",ASLT,Assault-Misdemean,New Filing
63536,190921819,19019180,2019/12/07,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63537,190920877,19019168,2019/12/07,Misdemeanor,",12500(A),12500(a),23153(A),23153(B),23153(a),23153(b),",DUII,DUI with Injury,New Filing
63538,190920786,19019165,2019/12/07,Misdemeanor,",12500(A),22450(a),23103,23152(A),23152(B),",DUI,DUI,New Filing
63539,Z20191207-19019187,19019187,2019/12/07,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,31,",DUI,DUI,New Filing
63540,Z20191207-19019157,19019157,2019/12/07,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63541,190001728,19019203,2019/12/07,Misdemeanor,",23103,23152(A),23152(B),",DUI,DUI,New Filing
63542,190637599,19019244,2019/12/08,Felony,",459,496(A),496(a),",BURC,Burglary-Commerci,New Filing
63543,190923837,19019219,2019/12/08,Misdemeanor,",166(A)4,",STAY,Stay Away Violati,New Filing
63544,190924192,19019228,2019/12/08,Felony,",11351,11351.5,11352(A),11352(a),11364(A),11378,32,",DRUG,Narcotics,New Filing
63545,190923821,19019227,2019/12/08,Felony,",148(A)1,166(A)4,243(D),245(A)4,422,664/422,",ASLT,Assault-Felony,New Filing
63546,190924716,19019237,2019/12/08,Felony,",211,245(A)4,",ROB1,Robbery 1st Degre,New Filing
63547,190924647,19019235,2019/12/08,Misdemeanor,",484(A),484(a),",THFT,Theft- Non-Auto,New Filing
63548,Z20191208-19019226,19019226,2019/12/08,Felony,",12022.1(b),459,466,487(A),496(A),NOTINTBL,",BURA,Burglary-Auto,New Filing
63549,190924158,19019234,2019/12/08,Felony,",236,243(E)1,243(e)(1),245(A)4,245(a)(4),273.6(a),273.6A,273A(B),273a(b),594(B)1,594(b)(1),",ASLT,Assault-Felony,New Filing
63550,190837410,19019223,2019/12/08,Felony,",459,466,487(A),487(a),",BURC,Burglary-Commerci,New Filing
63551,190924192,19019229,2019/12/08,Felony,",11351,11351.5,11352(A),11378,12022.1(b),166(A)4,32,",DRUG,Narcotics,New Filing
63552,190924835,19019236,2019/12/08,Felony,",11351,11351.5,11378,1203.073(b)(1),",DRUG,Narcotics,New Filing
63553,190925112,19019238,2019/12/08,Felony,",211,459,",ROB2,Robbery 2nd Degre,New Filing
63554,190923677,19019217,2019/12/08,Felony,",12022(b)(1),242,245(A)1,245(A)4,417(A)1,422,602(M),",THRE,Threats,New Filing
63555,190925112,19019239,2019/12/08,Felony,",211,459,",ROB2,Robbery 2nd Degre,New Filing
63556,190925162,19019249,2019/12/08,Felony,",25400A2,25850(A),29800A1,466,",GUN,Gun-Felony,New Filing
63557,190924318,19019224,2019/12/08,Misdemeanor,",594(B)1,594(b)(1),602(M),602(m),",VAN,Vandalism,New Filing
63558,190923326,19019210,2019/12/08,Felony,",136.1(c)(1),136.1C1,273.6(A),273.6(a),422,646.9(A),646.9(B),646.9(b),",STLK,Stalking,New Filing
63559,Z20191208-19019206,19019206,2019/12/08,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
63560,190001729,19019202,2019/12/08,Misdemeanor,",23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
63561,Z20191208-19019233,19019233,2019/12/08,Misdemeanor,",23152(A),23152(B),23578,",DUI,DUI,New Filing
63562,190924829,2520086,2019/12/08,Misdemeanor,",490.2,",THFT,Theft- Non-Auto,New Filing
63563,Z20191230-02520300,2520300,2019/12/08,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
63564,Z20200212-02520889,2520889,2019/12/08,Misdemeanor,",23152(F),",DUI,DUI,New Filing
63565,190925770,19019257,2019/12/09,Misdemeanor,",166(C)1,166(c)(1),",STAY,Stay Away Violati,New Filing
63566,190927447,19019278,2019/12/09,Felony,",11351,11351.5,11352(A),11378,",DRUG,Narcotics,New Filing
63567,190927099,19019274,2019/12/09,Misdemeanor,",166(A)4,490.2(A),",THFT,Theft- Non-Auto,New Filing
63568,190927425,19019275,2019/12/09,Misdemeanor,",496(A),496(a),",RECP,Receiving Stolen,New Filing
63569,190927516,19019287,2019/12/09,Felony,",11351,12022.1(b),12022.1,12022.7(a),243(D),243(d),245(A)1,245(A)4,245(a)(4),466,",ASLT,Assault-Felony,New Filing
63570,190092614,19019266,2019/12/09,Misdemeanor,",242,273.6(A),273A(B),273a(b),",ASLT,Assault-Misdemean,New Filing
63571,190927215,19019283,2019/12/09,Misdemeanor,",148(a)(1),166(a)(4),422,",THRE,Threats,New Filing
63572,190927613,19019300,2019/12/09,Felony,",245(A)1,273.5(A),",ASLT,Assault-Felony,New Filing
63573,190927895,19019329,2019/12/09,Felony,",166(A)4,166(a)(4),211,245(A)4,422,",ROB2,Robbery 2nd Degre,New Filing
63574,190927964,19019304,2019/12/09,Felony,",166(C)1,166(c)(1),236,245(A)4,245(a)(4),273.5(A),273A(B),273a(b),",ASLT,Assault-Felony,New Filing
63575,190905948,19019254,2019/12/09,Misdemeanor,",10750(A),496D(A),496d(a),",RECP,Receiving Stolen,New Filing
63576,190927641,19019292,2019/12/09,Felony,",594(B)1,",VAN,Vandalism,New Filing
63577,190925708,19019259,2019/12/09,Felony,",207(A),236,243(E)1,243(e)(1),245(A)4,245(a)(4),273.5(A),273.6(A),273.6(a),",ASLT,Assault-Felony,New Filing
63578,190925510,19019323,2019/12/09,Misdemeanor,",25400(a)(2),25400A2,25850(A),25850(a),",GUN,Gun-Misdemeanor,New Filing
63579,190928398,19019305,2019/12/09,Misdemeanor,",243(E)1,243(e)(1),273.5(A),273.5(a),",ASLT,Assault-Misdemean,New Filing
63580,190883996,19019328,2019/12/09,Felony,",459,667.5(c)(21),",BUR,Burglary,New Filing
63581,190927403,19019280,2019/12/09,Misdemeanor,",14601.2(A),16028(a),22350,23152(A),23152(B),",DUI,DUI,New Filing
63886,170646952,17011654,2019/12/09,MTR,",11364(A),11377(A),182(A)1,459,466,530.5(A),530.5(E),530.5(c)(3),530.5C3,MTRDA,",BURR,Burglary-Resident,Motion to Revoke
63900,180189867,18004024,2019/12/09,MTR,",11351,11352,1203.07(a)(1),",DRUG,Narcotics,Motion to Revoke
63906,180545952,18011238,2019/12/09,MTR,",243(E)1,243(e)(1),245(A)4,273.5(A),",ASLT,Assault-Felony,Motion to Revoke
63945,190211068,19004669,2019/12/09,MTR,",11351,11351.5,11378,12022.1(b),166(A)4,",DRUG,Narcotics,Motion to Revoke
63959,190334472,19009953,2019/12/09,MTR,",459,594(B)1,594(b)(1),",BURR,Burglary-Resident,Motion to Revoke
63960,190309362,19010027,2019/12/09,MTR,",459,594(B)1,594(b)(2)(A),594B2A,",BURR,Burglary-Resident,Motion to Revoke
63968,190551751,19011762,2019/12/09,MTR,",422,594(B)1,594(b)(1),",THRE,Threats,Motion to Revoke
63582,190929368,19019337,2019/12/10,Misdemeanor,",166(A)4,",STAY,Stay Away Violati,New Filing
63583,190929374,19019348,2019/12/10,Felony,",211,245(A)4,245(a)(4),",ROB2,Robbery 2nd Degre,New Filing
63584,190830129,19019326,2019/12/10,Felony,",11370.1(A),273A(A),29800(a)(1),29800A1,30305A1,476,485,",GUN,Gun-Felony,New Filing
63585,190928611,19019310,2019/12/10,Felony,",10851(A),12022.1(b),466,496D(A),",AUTO,Auto Theft,New Filing
63586,190830129,19019327,2019/12/10,Felony,",11370.1(A),273A(A),29800(a)(1),29800A1,476,485,",GUN,Gun-Felony,New Filing
63587,190930218,19019343,2019/12/10,Felony,",245(A)4,",ASLT,Assault-Felony,New Filing
63588,190928586,19019309,2019/12/10,Felony,",11370.1(A),11378,12022(c),417(a)(2)(A),417A2A,",DRUG,Narcotics,New Filing
63589,190930111,19019351,2019/12/10,Felony,",12022.1(b),148(A)1,148(a)(1),487(C),487(c),",THFT,Theft-Non Auto,New Filing
63590,190929879,19019352,2019/12/10,Felony,",211,459,496(A),",ROB2,Robbery 2nd Degre,New Filing
63591,190930804,2520108,2019/12/10,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
63592,Z20191210-19019303,19019303,2019/12/10,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
63593,190929835,2520212,2019/12/10,Misdemeanor,",25400A1,",GUN,Gun-Misdemeanor,New Filing
63594,190930440,2520747,2019/12/10,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
