ID,Incident Number,Court Number,Arrest Date,Filed Case Type,List of Filed Charges,Crime Type,Crime Description,Type
56574,Z20190126-19001408,19001408,2019/01/26,Misdemeanor,",23152(A),",DUI,DUI,New Filing
56575,190064180,2514845,2019/01/26,Misdemeanor,",25658(A),",OTHM,Other-Misdemeanor,New Filing
56576,Z20190530-02516485,2516485,2019/01/26,Misdemeanor,",23152(F),",DUI,DUI,New Filing
56577,Z20190127-19001453,19001453,2019/01/27,Misdemeanor,",23152(A),23152(B),23222(A),23222(a),23578,",DUI,DUI,New Filing
56578,190067811,19001481,2019/01/27,Felony,",459,487(A),",THFT,Theft-Non Auto,New Filing
56579,190066744,19001473,2019/01/27,Felony,",211,243(D),245(A)1,245(A)4,245(a)(4),594(B)1,594(b)(1),",ROB2,Robbery 2nd Degre,New Filing
56580,190066653,19001471,2019/01/27,Felony,",459,496(A),",BURC,Burglary-Commerci,New Filing
56581,190066722,19001470,2019/01/27,Felony,",11350(A),11350(a),11370.1(A),21310,25850(A),",GUN,Gun-Felony,New Filing
56582,170861188,19001490,2019/01/27,Felony,",1203.065(a),207(A),209(B)1,261(A)3,261(A)4,261(A)4A,",SAA,Sexual Assault,New Filing
56583,Z20190127-19001461,19001461,2019/01/27,Felony,",10980(B),529(A)2,530.5(A),",FRD,Fraud-Other,New Filing
56584,190066409,19001466,2019/01/27,Felony,",148.9(A),459,594(B)1,",VAN,Vandalism,New Filing
56585,190068041,19001486,2019/01/27,Felony,",243(D),245(A)4,245(a)(4),368(B)1,368(C),",EAP,Elder Abuse-Physi,New Filing
56586,190039149,19001475,2019/01/27,Felony,",211,242,245(A)4,245A4,459,459.5(A),459.5A,487(A),490.2(A),490.5,594(B)1,664/211,",ROB2,Robbery 2nd Degre,New Filing
56587,190067231,19001479,2019/01/27,Felony,",166(a)(4),242,594(B)1,594(b)(1),",BURR,Burglary-Resident,New Filing
56588,190068342,19001497,2019/01/27,Misdemeanor,",594(B)1,594(b)(1),594.2(A),",VAN,Vandalism,New Filing
56589,190068342,19001496,2019/01/27,Misdemeanor,",594(B)1,594(b)(1),594.2(A),",VAN,Vandalism,New Filing
56590,190067093,19001487,2019/01/27,Felony,",12022.1(b),12500(A),148(A)1,20001(A),23104(a),2800.2(a),2800.2A,459,466,496(A),496(a),",BURA,Burglary-Auto,New Filing
56591,190067093,19001489,2019/01/27,Felony,",148(A)1,459,466,496(A),",BURA,Burglary-Auto,New Filing
56592,190067275,19001472,2019/01/27,Felony,",487(A),",THFT,Theft-Non Auto,New Filing
56593,190067601,19001484,2019/01/27,Misdemeanor,",242,243(E)1,243(e)(1),273.5(A),273.5(a),",ASLT,Assault-Misdemean,New Filing
56594,190067855,19001492,2019/01/27,Misdemeanor,",243(E)1,",ASLT,Assault-Misdemean,New Filing
56595,190068308,2514269,2019/01/27,Misdemeanor,",12500(A),22400(A),23152(A),23152(B),23152(b),23578,",DUI,DUI,New Filing
56596,Z20190307-02514826,2514826,2019/01/27,Misdemeanor,",23152(A),23152(B),",DUI,DUI,New Filing
56597,190070507,19001543,2019/01/28,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
56598,190070143,19001538,2019/01/28,Felony,",11351,11351.5,11352,11353.6(b),11353.6B,182(A)1,32,",DRUG,Narcotics,New Filing
56599,190070143,19001539,2019/01/28,Felony,",11351,11351.5,11353.6(b),11353.6B,11378,182(A)1,",DRUG,Narcotics,New Filing
56600,190070143,19001540,2019/01/28,Felony,",11351.5,11353.6(b),11353.6B,11378,12022.1(b),166(A)4,182(A)1,",DRUG,Narcotics,New Filing
56601,190069895,19001534,2019/01/28,Misdemeanor,",243(B),490.2(A),",THFT,Theft- Non-Auto,New Filing
56602,190069594,19001525,2019/01/28,Felony,",11353.6(b),11357(A),11357(a),11378,166(A)4,166(a)(4),",DRUG,Narcotics,New Filing
56603,190069328,19001520,2019/01/28,Felony,",466,496D(A),",AUTO,Auto Theft,New Filing
56604,190068405,19001523,2019/01/28,Felony,",12022.7(a),203,205,245(A)4,69(A),",ASLT,Assault-Felony,New Filing
56605,190069340,19001522,2019/01/28,Misdemeanor,",417(A)1,417(a)(1),484,490.2(A),490.2(a),",THFT,Theft- Non-Auto,New Filing
56606,190070858,19001550,2019/01/28,Felony,",10851(A),12022.1(b),496D(A),496D,",AUTO,Auto Theft,New Filing
56607,190069152,19001506,2019/01/28,Misdemeanor,",11364(A),11364(a),148(A)1,148(a)(1),242,602.1(A),602.1(a),",TRES,Trespass,New Filing
56608,180829455,19001499,2019/01/28,Felony,",487(A),",THFT,Theft-Non Auto,New Filing
56609,190069544,2514177,2019/01/28,Misdemeanor,",484,490.2(A),",THFT,Theft- Non-Auto,New Filing
56610,190070319,2514174,2019/01/28,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
56611,Z20190128-19001532,19001532,2019/01/28,Misdemeanor,",243(E)1,",ASLT,Assault-Misdemean,New Filing
56612,190070701,2514179,2019/01/28,Misdemeanor,",242,415(1),",ASLT,Assault-Misdemean,New Filing
56613,190070353,2514173,2019/01/28,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
56614,190068386,2514217,2019/01/28,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
56615,190070422,19001545,2019/01/28,Misdemeanor,",16028(c),23152(F),23152(G),23152(a),23152(b),23222(A),",DUI,DUI,New Filing
56616,180816797,19001971,2019/01/28,Felony,",487(A),",THFT,Theft-Non Auto,New Filing
56617,190069782,2515864,2019/01/28,Misdemeanor,",16028(C),21703,23152(F),",DUI,DUI,New Filing
56618,Z20190129-19001583,19001583,2019/01/29,Felony,",487(A),487(a),532(A),532(a),550(A)1,550(A)3,550(B)2,550(a)(1),550(a)(3),550(b)(2),",FRD,Fraud-Other,New Filing
56619,180948293,19001563,2019/01/29,Felony,",646.9(A),646.9(a),",STLK,Stalking,New Filing
56620,190071884,19001573,2019/01/29,Misdemeanor,",166(A)4,",STAY,Stay Away Violati,New Filing
56621,190071038,19001553,2019/01/29,Felony,",11350(A),11351,11351.5,11378,1203.07(a)(1),",DRUG,Narcotics,New Filing
56622,190072616,19001593,2019/01/29,Felony,",485,530.5(A),530.5(a),",FRD,Fraud-Other,New Filing
56623,190072412,19001587,2019/01/29,Felony,",487(A),",THFT,Theft-Non Auto,New Filing
56624,190071088,19001561,2019/01/29,Misdemeanor,",422,490.2(A),490.2(a),",THFT,Theft- Non-Auto,New Filing
56625,190071282,19001576,2019/01/29,Misdemeanor,",243(E)1,245(A)4,245(a)(4),",ASLT,Assault-Misdemean,New Filing
56626,190071652,19001574,2019/01/29,Felony,",22810(A),22810G1,",ASLT,Assault-Felony,New Filing
56627,190072428,19001595,2019/01/29,Felony,",148(A)1,148(a)(1),459,466,496(A),496(a),",BURA,Burglary-Auto,New Filing
56628,190072428,19001596,2019/01/29,Felony,",12500(A),148(A)1,148(a)(1),20002(A),459,466,496(A),496(a),",BURA,Burglary-Auto,New Filing
56629,190071486,19001575,2019/01/29,Felony,",245(A)1,594(B)1,",ASLT,Assault-Felony,New Filing
56630,190073385,19001617,2019/01/29,Misdemeanor,",166(A)4,490.2(A),",THFT,Theft- Non-Auto,New Filing
56631,190072371,19001592,2019/01/29,Misdemeanor,",166(A)4,242,",ASLT,Assault-Misdemean,New Filing
56632,190050151,19001579,2019/01/29,Felony,",451(D),451(d),453(A),453(a),594(B)1,",ARS,Arson,New Filing
56633,190027611,19001609,2019/01/29,Felony,",12022.1(b),246.3(A),25400A2,25850(A),29820(b),29820B,",GUN,Gun-Felony,New Filing
56634,190073175,19001610,2019/01/29,Felony,",10851(A),14601.5(A),496D(A),",AUTO,Auto Theft,New Filing
56635,190027451,19001598,2019/01/29,Felony,",10851(A),459,496(A),",AUTO,Auto Theft,New Filing
56636,180581746,19001697,2019/01/29,Felony,",459,",BURA,Burglary-Auto,New Filing
56637,Z20190129-19001548,19001548,2019/01/29,Misdemeanor,",11377(A),12500(A),23152(A),23152(B),23538(b)(2),23578,",DUI,DUI,New Filing
56638,190075416,19001676,2019/01/30,Felony,",459,496(A),667.5(c)(21),",BURR,Burglary-Resident,New Filing
56639,180074208,19001681,2019/01/30,Felony,",217.1(a),217.1A,240,415(2),422,",THRE,Threats,New Filing
56640,190075751,19001683,2019/01/30,Felony,",211,459,496(A),496(a),644211,664/211,",ROB2,Robbery 2nd Degre,New Filing
56641,190074151,19001642,2019/01/30,Misdemeanor,",496(A),",RECP,Receiving Stolen,New Filing
56642,190075557,19001672,2019/01/30,Felony,",11366,11378,12022.1(b),",DRUG,Narcotics,New Filing
56643,190075557,19001673,2019/01/30,Felony,",11366,11378,",DRUG,Narcotics,New Filing
56644,Z20190130-19001669,19001669,2019/01/30,Misdemeanor,",21810,",WEA,Weapons- Non-Gun,New Filing
56645,190075494,19001677,2019/01/30,Felony,",11351,11375B1,12022.1(b),166(A)4,",DRUG,Narcotics,New Filing
56646,190075751,19001699,2019/01/30,Felony,",211,459,487(A),496(A),664/211,",ROB2,Robbery 2nd Degre,New Filing
56647,190074117,19001678,2019/01/30,Felony,",12022(b)(1),243(B),243(b),245(A)4,245(a)(4),245.2,273A(A),368(B)1,368(b)(1),594(B)1,594(b)(1),",ASLT,Assault-Felony,New Filing
56648,190070717,19001644,2019/01/30,Misdemeanor,",136.1B1,242,243(E)1,273A(B),273a(b),422,",THRE,Threats,New Filing
56649,190073971,19001643,2019/01/30,Misdemeanor,",496(A),496(a),602(M),602(m),",RECP,Receiving Stolen,New Filing
56650,190074292,19001716,2019/01/30,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
56651,190076000,19001686,2019/01/30,Felony,",11359(B),113623A1,11377(A),11378,25620(A),",DRUG,Narcotics,New Filing
56652,190075165,19001664,2019/01/30,Felony,",11350(A),11351.5,",DRUG,Narcotics,New Filing
56653,190075024,19001653,2019/01/30,Felony,",171B(A)1,25400A2,25850(A),",GUN,Gun-Felony,New Filing
56654,190074139,19001637,2019/01/30,Felony,",290.011A,290.012(a),290.012A,290.013A,",290,290 Failure to Re,New Filing
56655,190061716,19001663,2019/01/30,Felony,",14601.2(A),14601.2(a),459,466,496(A),",BURA,Burglary-Auto,New Filing
56656,190000131,19001621,2019/01/30,Misdemeanor,",12500(A),23103,23152(A),23152(B),",DUI,DUI,New Filing
56657,190073705,2514248,2019/01/30,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
56658,Z20190503-02516000,2516000,2019/01/30,Misdemeanor,",14601.1(A),23103(A),23152(F),23152(G),23152(f),",DUI,DUI,New Filing
56659,190067463,19001480,2019/01/31,Felony,",459,496(A),",BURC,Burglary-Commerci,New Filing
56660,190077810,19001730,2019/01/31,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
56661,190011250,19001758,2019/01/31,Felony,",12022.1(b),459,485,",BURC,Burglary-Commerci,New Filing
56662,190076458,19001691,2019/01/31,Felony,",12022.1(b),459,602(M),667.5(c)(21),",BURR,Burglary-Resident,New Filing
56663,190076276,19001689,2019/01/31,Misdemeanor,",242,",ASLT,Assault-Misdemean,New Filing
56664,190076210,19001687,2019/01/31,Misdemeanor,",23152(B),23153(A),23153(B),23153(a),23153(b),",DUII,DUI with Injury,New Filing
56665,190077321,19001707,2019/01/31,Felony,",11379(A),12022.1(b),135,32,",DRUG,Narcotics,New Filing
56666,190078034,19001734,2019/01/31,Felony,",11351,11351.5,11352(A),11378,",DRUG,Narcotics,New Filing
56667,190077860,19001741,2019/01/31,Felony,",11364(A),211,245.2,",ROB1,Robbery 1st Degre,New Filing
56668,190077161,19001739,2019/01/31,Felony,",459,496(A),496(a),",BURR,Burglary-Resident,New Filing
56669,Z20190131-19001693,19001693,2019/01/31,Felony,",11351,11351.5,11378,1203.07(a)(1),1203.073(b)(1),",DRUG,Narcotics,New Filing
56670,190069209,19001706,2019/01/31,Felony,",11351,11351.5,11378,12022.1(b),148(A)1,166(A)4,",DRUG,Narcotics,New Filing
56671,190077020,19001728,2019/01/31,Misdemeanor,",417(A)1,422,",THRE,Threats,New Filing
56672,190077882,19001729,2019/01/31,Misdemeanor,",490.2(A),",THFT,Theft- Non-Auto,New Filing
56673,190003940,19001705,2019/01/31,Felony,",25400A1,25850(A),29800A1,30305A1,459,466,",BURR,Burglary-Resident,New Filing
56674,180778620,19001692,2019/01/31,Felony,",12022.5(a),12022.53(b),12022.53(c),12022.53(d),12022.7(a),187(a),211,245(a)(2),29820(b),30315,",AHOM,Attempted Homicid,New Filing
56675,180778620,19001695,2019/01/31,Felony,",12022.1(b),12022.5(a),12022.53(b),12022.53(c),12022.7(a),182(A)1,211,245(A)2,245(a)(2),25800(A),25850(A),25850(a),664/187A,NOTINTBL,",AHOM,Attempted Homicid,New Filing
56676,190077412,19001723,2019/01/31,Felony,",12022.1(b),243(D),243(d),245(A)4,245.2,422,664/187A,",AHOM,Attempted Homicid,New Filing
56677,190045641,19001725,2019/01/31,Felony,",211,487(A),",ROB2,Robbery 2nd Degre,New Filing
56678,190077923,19001748,2019/01/31,Felony,",245(A)1,597(B),597(b),",ASLT,Assault-Felony,New Filing
56679,190078965,19001770,2019/01/31,Felony,",459,",BURC,Burglary-Commerci,New Filing
56680,190078965,19001772,2019/01/31,Felony,",459,466,",BURC,Burglary-Commerci,New Filing
56681,190078943,19001767,2019/01/31,Felony,",594(B)1,",VAN,Vandalism,New Filing
56682,190078799,19001773,2019/01/31,Felony,",12022(b)(1),1203(e)(2),245(A)1,",ASLT,Assault-Felony,New Filing
56683,190077785,19001778,2019/01/31,Felony,",594(B)1,602(M),602(m),",VAN,Vandalism,New Filing
56684,190078131,19001744,2019/01/31,Felony,",11377(A),11377(a),12022.1(b),211,487(A),496(A),",ROB2,Robbery 2nd Degre,New Filing
56685,190078244,19001745,2019/01/31,Felony,",594(B)1,",VAN,Vandalism,New Filing
56686,190076931,19001702,2019/01/31,Misdemeanor,",148(A)1,243(B),243(b),415A1,69(A),69(a),",ASLT,Assault-Misdemean,New Filing
56687,190081275,19001811,2019/01/31,Misdemeanor,",243(B),243.9(A),243.9(a),",ASLT,Assault-Misdemean,New Filing
56688,190077917,2514275,2019/01/31,Misdemeanor,",122,242,245(A)4,",ASLT,Assault-Misdemean,New Filing
56689,130985182,13032867,2019/01/03,MTR,",459,466,496(A),667.5(c)(21),",BURC,Burglary-Commerci,Motion to Revoke
56690,140019094,14000710,2019/01/04,MTR,",21453(d),290.011(a),290.011A,290.012(a),290.012A,",OTHF,Other-Felony,Motion to Revoke
56691,140044427,14001637,2019/01/30,MTR,",12022.1(b),211,245(A)4,245(a)(4),664/211,",CNV,Conversion,Motion to Revoke
56692,140307902,14010526,2019/01/23,MTR,",261.5(C),261.5(c),",CSA,Child Sexual Abus,Motion to Revoke
56693,140321106,14012955,2019/01/24,MTR,",12022(b)(1),211,368(B)1,368(b)(1),459,667.5(c)(21),667.9(a),",BURR,Burglary-Resident,Motion to Revoke
56694,Z20140515-14013089,14013089,2019/01/16,MTR,",459,487(a),496(a),",CNV,Conversion,Motion to Revoke
56695,140628463,14022049,2019/01/24,MTR,",182(A)1,211,245(A)4,",ROB2,Robbery 2nd Degre,Motion to Revoke
56696,141092978,14033067,2019/01/11,MTR,",10851(A),14601.2(A),14601.2(a),148(a)(1),245(C),245(c),2800.2A,466,496DA,781,",ASLT,Assault-Felony,Motion to Revoke
56697,150191604,15005162,2019/01/31,MTR,",459,",BURR,Burglary-Resident,Motion to Revoke
56698,150234276,15006332,2019/01/13,MTR,",211,487(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
56699,150239765,15006488,2019/01/16,MTR,",25850(A),25850(a),29800A1,",GUN,Gun-Felony,Motion to Revoke
56700,150299634,15008127,2019/01/03,MTR,",11350(A),11350(a),11364(A),11364(a),",DRUG,Narcotics,Motion to Revoke
56701,150469962,15012174,2019/01/23,MTR,",12500(A),24400(A),25400A1,25850(A),29815(A),",GUN,Gun-Felony,Motion to Revoke
56702,150519608,15013382,2019/01/04,MTR,",211,245(A)4,245(a)(4),664/211,",ROB2,Robbery 2nd Degre,Motion to Revoke
56703,150710511,15018256,2019/01/18,MTR,",12022.7(a),243(D),245(A)4,417(A)1,417(a)(1),",ASLT,Assault-Felony,Motion to Revoke
56704,150762982,15019658,2019/01/03,MTR,",242,459.5(A),459.5(a),490.2(A),",THFT,Theft- Non-Auto,Motion to Revoke
56705,150775195,15019961,2019/01/15,MTR,",290.011A,290.015(a),290.015A,",290,290 Failure to Re,Motion to Revoke
56706,150995967,15025452,2019/01/29,MTR,",11364(A),245(A)4,422,422.6(A),422.75(a),",HATE,Hate Crimes,Motion to Revoke
56707,150999812,15025543,2019/01/05,MTR,",25400(a)(2),25400A2,25850(A),25850(a),29800(a)(1),29800A1,30305(a)(1),30305A1,31360(A),31360(a),",GUN,Gun-Felony,Motion to Revoke
56708,160030804,16000741,2019/01/10,MTR,",290.012(a),290.012A,290.11A,451(D),451(d),453(A),594(B)1,",ARS,Arson,Motion to Revoke
56709,160230399,16005259,2019/01/18,MTR,",459,496(A),",BURA,Burglary-Auto,Motion to Revoke
56710,160230399,16005259,2019/01/28,MTR,",459,496(A),",BURA,Burglary-Auto,Motion to Revoke
56711,160319313,16007413,2019/01/11,MTR,",11378,12022(b)(1),148.9(A),211,422,459,496(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
56712,160355602,16008304,2019/01/24,MTR,",243(E)1,245(A)1,245(A)4,417(A)1,417(a)(1),422,",THRE,Threats,Motion to Revoke
56713,160380126,16008873,2019/01/08,MTR,",459,667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
56714,160404588,16009447,2019/01/28,MTR,",422,459,487(A),",THFT,Theft-Non Auto,Motion to Revoke
56715,160458450,16010564,2019/01/23,MTR,",245(A)4,368(B)1,368(b)(1),422,594(b)(2)(A),594B(2)A,664/187(A),NOTINTBL,",AHOM,Attempted Homicid,Motion to Revoke
56716,160478191,16011027,2019/01/02,MTR,",11377(A),459.5(A),475(B),475(C),475(b),475(c),484E(B),484E(D),496(A),",FRD,Fraud-Other,Motion to Revoke
56717,160478997,16011035,2019/01/14,MTR,",12500(A),23152(A),23152(B),23578,",DUI,DUI,Motion to Revoke
56718,160510680,16011731,2019/01/16,MTR,",12022.1(b),12022.5(b),12022.53(b),148(A)1,207(A),209(B)1,211,245.2,246,246.3(A),246.3(a),25400(a)(1),25400A1,25850(A),25850(a),29800(a)(1),640(B)1,MTRDA,",KID,Kidnapping,Motion to Revoke
56719,160516296,16011865,2019/01/03,MTR,",148(A)1,20001(A),21453(a),243(D),245(A)1,2800.2A,4462.5,664/211,",ROB1,Robbery 1st Degre,Motion to Revoke
56720,160562841,16012893,2019/01/11,MTR,",10851(A),12500(A),466,466.5(A),496D(A),",AUTO,Auto Theft,Motion to Revoke
56721,160589384,16013447,2019/01/09,MTR,",186.22A,459,484(A),484(a),487(A),487(a),496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
56722,160589384,16013451,2019/01/09,MTR,",148.9(a),148.9A,186.22(a),186.22(b)(1),186.22A,459,466,484(A),484(a),487(A),487(a),496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
56723,160606342,16013848,2019/01/28,MTR,",10852,459,496(A),496(a),667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
56724,160622934,16015196,2019/01/09,MTR,",12022(b)(1),20002(A),20002(a),211,23103(A),23103(a),245(A)4,",ROB2,Robbery 2nd Degre,Motion to Revoke
56725,160713793,16016091,2019/01/16,MTR,",211,487(C),",ROB2,Robbery 2nd Degre,Motion to Revoke
56726,160734959,16016535,2019/01/02,MTR,",470(B),470b,485,496(A),496(a),602(M),",FRD,Fraud,Motion to Revoke
56727,160746578,16016797,2019/01/07,MTR,",10852,459,466,",BURA,Burglary-Auto,Motion to Revoke
56728,160768594,16017218,2019/01/04,MTR,",459,496(A),496(a),667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
56729,160818791,16018127,2019/01/22,MTR,",12022(b)(1),211,21310,417(A)1,417(a)(1),459,",ROB2,Robbery 2nd Degre,Motion to Revoke
56730,160821857,16018174,2019/01/27,MTR,",459,487(A),487(a),",BURC,Burglary-Commerci,Motion to Revoke
56731,160886691,16019455,2019/01/25,MTR,",211,",ROB2,Robbery 2nd Degre,Motion to Revoke
56732,160894650,16019619,2019/01/08,MTR,",11364(A),12022.1(b),459,466,664/459,",BURC,Burglary-Commerci,Motion to Revoke
56733,160879113,16020612,2019/01/16,MTR,",236,273.5(A),273A(B),273a(b),",ASLT,Assault-Felony,Motion to Revoke
56734,160008018,16021603,2019/01/22,MTR,",459,496(A),496(a),",BURR,Burglary-Resident,Motion to Revoke
56735,161022905,16021885,2019/01/03,MTR,",243(B),459,496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
56736,161053483,16022573,2019/01/07,MTR,",211,242,245(A)4,",ROB2,Robbery 2nd Degre,Motion to Revoke
56737,161014059,17000235,2019/01/06,MTR,",459,",BURR,Burglary-Resident,Motion to Revoke
56738,170018555,17000343,2019/01/25,MTR,",25400(a)(1),25400A1,25850(A),",GUN,Gun-Felony,Motion to Revoke
56739,161003513,17001906,2019/01/05,MTR,",12022(b)(1),211,487(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
56740,170188835,17003435,2019/01/23,MTR,",459,487(A),",CNV,Conversion,Motion to Revoke
56741,170175406,17003498,2019/01/23,MTR,",459,487(A),",THFT,Theft-Non Auto,Motion to Revoke
56742,170215795,17003948,2019/01/29,MTR,",459,496(A),664/459,667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
56743,170238543,17004331,2019/01/18,MTR,",12022(b)(1),211,459,664/211,",ROB2,Robbery 2nd Degre,Motion to Revoke
56744,170252060,17004571,2019/01/11,MTR,",242,459,459.5(A),",THFT,Theft- Non-Auto,Motion to Revoke
56745,170323699,17005914,2019/01/30,MTR,",12022(b)(1),245(A)1,245(A)4,417(A)1,417(a)(1),422,",ASLT,Assault-Felony,Motion to Revoke
56746,170331272,17006051,2019/01/23,MTR,",11350,12022.7(a),245(A)1,245(A)4,",ASLT,Assault-Felony,Motion to Revoke
56747,170478040,17008660,2019/01/09,MTR,",11364(A),11364(a),466,485,594(B)(2)(A),594(b)(2)(A),",BURA,Burglary-Auto,Motion to Revoke
56748,170508039,17009180,2019/01/24,MTR,",166(A)4,",STAY,Stay Away Violati,Motion to Revoke
56749,170593660,17010649,2019/01/14,MTR,",12022(b)(1),211,245(A)4,",ROB2,Robbery 2nd Degre,Motion to Revoke
56750,170600635,17010715,2019/01/03,MTR,",182(A)1,211,236,466,496(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
56751,Z20170803-17011359,17011359,2019/01/02,MTR,",11377(A),148.9(A),459,529(a)(2),594(B)1,",BURC,Burglary-Commerci,Motion to Revoke
56752,170663746,17012004,2019/01/03,MTR,",11351,11375(b)(1),11375B1,21810,459,466,",BURA,Burglary-Auto,Motion to Revoke
56753,170681215,17012317,2019/01/22,MTR,",245(A)1,417(A)1,417(a)(1),",ASLT,Assault-Felony,Motion to Revoke
56754,Z20170822-17012352,17012352,2019/01/17,MTR,",11351,11359(B),11366,11375B1,11378,11378.5,",CNV,Conversion,Motion to Revoke
56755,Z20170826-17012597,17012597,2019/01/22,MTR,",10851(A),2800.2(a),2800.2A,466,496D(A),",AUTO,Auto Theft,Motion to Revoke
56756,170707372,17012808,2019/01/07,MTR,",11351.5,148(A)1,32,",DRUG,Narcotics,Motion to Revoke
56757,170709099,17012831,2019/01/30,MTR,",12022.7(a),243(D),245(A)4,245(a)(4),",ASLT,Assault-Felony,Motion to Revoke
56758,170721673,17013089,2019/01/16,MTR,",12022.7(a),243(D),245(A)4,245(a)(4),",ASLT,Assault-Felony,Motion to Revoke
56759,170824578,17014899,2019/01/18,MTR,",10851(A),466,496(A),496(a),496D(A),496d(a),",AUTO,Auto Theft,Motion to Revoke
56760,170854428,17015429,2019/01/16,MTR,",459,487(A),487(a),",BURC,Burglary-Commerci,Motion to Revoke
56761,170872179,17015733,2019/01/22,MTR,",530.5(A),",CNV,Conversion,Motion to Revoke
56762,170088831,17015971,2019/01/11,MTR,",10851(a),496(A),496D(A),496d(a),664/10851,666.5,",AUTO,Auto Theft,Motion to Revoke
56763,170888803,17016070,2019/01/22,MTR,",12022(b)(1),12022.7(a),211,243(D),244,245(A)1,245(A)4,245(a)(1),422,487(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
56764,170913228,17016516,2019/01/11,MTR,",20170(A),211,242,245(A)4,245(a)(4),664/211,",ROB2,Robbery 2nd Degre,Motion to Revoke
56765,170899656,17016553,2019/01/22,MTR,",11364(A),182(A)1,459,466,",BURA,Burglary-Auto,Motion to Revoke
56766,170947841,17017181,2019/01/03,MTR,",11352(A),",CNV,Conversion,Motion to Revoke
56767,170949966,17017263,2019/01/24,MTR,",459,466,496(A),594(B)(2)(A),594(b)(2)(A),",BURC,Burglary-Commerci,Motion to Revoke
56768,170977763,17017813,2019/01/11,MTR,",11351.5,14601.1(A),16028(a),21801(A),24600(B),32,",DRUG,Narcotics,Motion to Revoke
56769,170977763,17017813,2019/01/30,MTR,",11351.5,14601.1(A),16028(a),21801(A),24600(B),32,",DRUG,Narcotics,Motion to Revoke
56770,171006143,17018370,2019/01/09,MTR,",459,487(A),487(a),594(B)1,",BURC,Burglary-Commerci,Motion to Revoke
56771,171012009,17018487,2019/01/10,MTR,",236,245(A)4,245(a)(4),273.5(A),273A(A),",ASLT,Assault-Felony,Motion to Revoke
56772,171023078,17018683,2019/01/16,MTR,",10851(A),12500(A),496D(A),",AUTO,Auto Theft,Motion to Revoke
56773,170985045,17019163,2019/01/25,MTR,",459,466,",BURR,Burglary-Resident,Motion to Revoke
56774,171049030,17019182,2019/01/22,MTR,",487(A),",CNV,Conversion,Motion to Revoke
56775,180045140,18000987,2019/01/09,MTR,",11352(A),30600(A),487(A),487(a),",DRUG,Narcotics,Motion to Revoke
56776,180081564,18001707,2019/01/02,MTR,",211,459,",ROB2,Robbery 2nd Degre,Motion to Revoke
56777,180083980,18001773,2019/01/29,MTR,",12022(b)(1),211,487(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
56778,Z20180219-18002790,18002790,2019/01/09,MTR,",594(B)1,",VAN,Vandalism,Motion to Revoke
56779,180141500,18003059,2019/01/11,MTR,",211,459,",ROB2,Robbery 2nd Degre,Motion to Revoke
56780,180145819,18003108,2019/01/08,MTR,",211,487(A),496(A),",ROBB,Robbery,Motion to Revoke
56781,180173252,18003652,2019/01/03,MTR,",211,459,496(A),",ROB2,Robbery 2nd Degre,Motion to Revoke
56782,180190096,18004041,2019/01/31,MTR,",148(A)1,21310,459,466,496(A),496(a),594(B)1,",BURC,Burglary-Commerci,Motion to Revoke
56783,180257771,18005882,2019/01/02,MTR,",459,466,",BURA,Burglary-Auto,Motion to Revoke
56784,180287433,18006137,2019/01/08,MTR,",459,466,496(A),667.5(c)(21),",BURR,Burglary-Resident,Motion to Revoke
56785,180316117,18006674,2019/01/08,MTR,",148.9(A),148.9(a),459,466,496(A),",BURA,Burglary-Auto,Motion to Revoke
56786,180317604,18006701,2019/01/03,MTR,",459,466,496(A),496(a),",BURA,Burglary-Auto,Motion to Revoke
56787,180340332,18007160,2019/01/02,MTR,",12022.7(a),242,243(B),243(D),243(d),245(A)4,368(B)1,",ASLT,Assault-Felony,Motion to Revoke
56788,180344027,18007203,2019/01/14,MTR,",11364(A),459,466,MTRDA,",BURA,Burglary-Auto,Motion to Revoke
56789,180369122,18007710,2019/01/28,MTR,",10851(a),10851A,459,466,487(A),487(a),594(B)1,594(b)(1),",BURC,Burglary-Commerci,Motion to Revoke
